"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","WI: Web Intelligence","","","","2003 (October 2003)","2007 (November 2007)","http://portal.acm.org/proceedings/wi/","http://portal.acm.org/proceedings/wi/archive/"
"Conference Proceedings","WICON: Wireless internet","","","","2006 (August 2006)","2007 (October 2007)","http://portal.acm.org/proceedings/wicon/","http://portal.acm.org/proceedings/wicon/archive/"
"Conference Proceedings","WICOW: Information Credibility on the Web","","","","2008 (October 2008)","2010 (April 2010)","http://portal.acm.org/proceedings/wicow/","http://portal.acm.org/proceedings/wicow/archive/"
"Conference Proceedings","WIDM: Web Information and Data Management","","","","1999 (November 1999)","2012 (November 2012)","http://portal.acm.org/proceedings/widm/","http://portal.acm.org/proceedings/widm/archive/"
"Conference Proceedings","WIESS: Industrial Experiences with Systems Software ","","","","2000 (October 2000)","2002 (December 2002)","http://portal.acm.org/proceedings/wiess/","http://portal.acm.org/proceedings/wiess/archive/"
"Conference Proceedings","WINITS: Wireless Networking for Intelligent Transportation Systems","","","","2007 (August 2007)","2007 (August 2007)","http://portal.acm.org/proceedings/winits/","http://portal.acm.org/proceedings/winits/archive/"
"Conference Proceedings","WINTECH: Exerimental Evaluation and Characterization","","","","2009 (September 2009)","2009 (September 2009)","http://portal.acm.org/proceedings/wintech/","http://portal.acm.org/proceedings/wintech/archive/"
"Conference Proceedings","WISER: Workshop on Interdisciplinary Software Engineering Research","","","","2004 (November 2004)","2006 (May 2006)","http://portal.acm.org/proceedings/wiser/","http://portal.acm.org/proceedings/wiser/archive/"
"Conference Proceedings","WISG: Workshop on Information Security Governance","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/wisg/","http://portal.acm.org/proceedings/wisg/archive/"
"Conference Proceedings","WISTP: Information Security Theory and Practices","","","","2007 (May 2007)","2008 (May 2008)","http://portal.acm.org/proceedings/wistp/","http://portal.acm.org/proceedings/wistp/archive/"
"Conference Proceedings","WITS: Issues in the Theory of Security","","","","2005 (January 2005)","2005 (January 2005)","http://portal.acm.org/proceedings/wits/","http://portal.acm.org/proceedings/wits/archive/"
"Conference Proceedings","WMASH: Wireless Mobile Applications and Services on WLAN Hotspots","","","","2003 (September 2003)","2006 (September 2006)","http://portal.acm.org/proceedings/wmash/","http://portal.acm.org/proceedings/wmash/archive/"
"Conference Proceedings","WMC: Workshop on Mobile Commerce","","","","2001 (July 2001)","2002 (September 2002)","http://portal.acm.org/proceedings/wmc/","http://portal.acm.org/proceedings/wmc/archive/"
"Conference Proceedings","WMI: Wireless Mobile Internet","","","","2001 (July 2001)","2001 (July 2001)","http://portal.acm.org/proceedings/wmi/","http://portal.acm.org/proceedings/wmi/archive/"
"Conference Proceedings","WMISI: Workshop on Multimodal Interfaces in Semantic Interaction","","","","2007 (November 2007)","2007 (November 2007)","http://portal.acm.org/proceedings/wmisi/","http://portal.acm.org/proceedings/wmisi/archive/"
"Conference Proceedings","WMPI: Memory Performance Issues","","","","2004 (June 2004)","2004 (June 2004)","http://portal.acm.org/proceedings/wmpi/","http://portal.acm.org/proceedings/wmpi/archive/"
"Conference Proceedings","WMUPS: Middleware for Ubiquitous and Pervasive Systems","","","","2009 (June 2009)","2009 (June 2009)","http://portal.acm.org/proceedings/wmups/","http://portal.acm.org/proceedings/wmups/archive/"
"Conference Proceedings","WMuNeP: Wireless Multimedia and Performance Modeling","","","","2005 (October 2005)","2011 (October 2011)","http://portal.acm.org/proceedings/wmunep/","http://portal.acm.org/proceedings/wmunep/archive/"
"Conference Proceedings","WNS: Workshop on NS-2: the IP Network Simulator","","","","2006 (October 2006)","2006 (October 2006)","http://portal.acm.org/proceedings/wns/","http://portal.acm.org/proceedings/wns/archive/"
"Conference Proceedings","WOCCI: Workshop on Child, Computer and Interaction","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/wocci/","http://portal.acm.org/proceedings/wocci/archive/"
"Conference Proceedings","WODA: Workshop on Dynamic Analysis","","","","2005 (May 2005)","2012 (July 2012)","http://portal.acm.org/proceedings/woda/","http://portal.acm.org/proceedings/woda/archive/"
"Conference Proceedings","WORKS: Workflows in Support of Large-Scale Science","","","","2007 (June 2007)","2013 (November 2013)","http://portal.acm.org/proceedings/works/","http://portal.acm.org/proceedings/works/archive/"
"Conference Proceedings","WORM: Workshop on Recurring Malcode","","","","2003 (October 2003)","2007 (November 2007)","http://portal.acm.org/proceedings/worm/","http://portal.acm.org/proceedings/worm/archive/"
"Conference Proceedings","WOSN: Online Social Networks","","","","2008 (August 2008)","2012 (August 2012)","http://portal.acm.org/proceedings/wosn/","http://portal.acm.org/proceedings/wosn/archive/"
"Conference Proceedings by Affiliated Organizations","WOSP: Software and Performance","","","","1998 (October 1998)","2013 (April 2013)","http://portal.acm.org/proceedings/wosp/","http://portal.acm.org/proceedings/wosp/archive/"
"Conference Proceedings","WOSS: Self-Managed Systems","","","","2002 (November 2002)","2004 (October 2004)","http://portal.acm.org/proceedings/woss/","http://portal.acm.org/proceedings/woss/archive/"
"Conference Proceedings","WOSSE: Workshop on Open Source Software Engineering","","","","2005 (May 2005)","2005 (May 2005)","http://portal.acm.org/proceedings/wosse/","http://portal.acm.org/proceedings/wosse/archive/"
"Conference Proceedings","WOWMOM: Workshop on Wireless Mobile Multimedia","","","","1998 (October 1998)","2006 (June 2006)","http://portal.acm.org/proceedings/wowmom/","http://portal.acm.org/proceedings/wowmom/archive/"
"Conference Proceedings","WPES: Workshop on Privacy in the Electronic Society","","","","2002 (November 2002)","2013 (November 2013)","http://portal.acm.org/proceedings/wpes/","http://portal.acm.org/proceedings/wpes/archive/"
"Conference Proceedings","WRAITS: Recent Advances on Intrusion-Tolerant Systems","","","","2008 (April 2008)","2008 (April 2008)","http://portal.acm.org/proceedings/wraits/","http://portal.acm.org/proceedings/wraits/archive/"
"Conference Proceedings","WRASQ: Workshop on Automating Service Quality","","","","2007 (November 2007)","2007 (November 2007)","http://portal.acm.org/proceedings/wrasq/","http://portal.acm.org/proceedings/wrasq/archive/"
"Conference Proceedings","WREFT: Workshop on Radiation Effects and Fault Tolerance in Nanometer Technologies","","","","2008 (May 2008)","2008 (May 2008)","http://portal.acm.org/proceedings/wreft/","http://portal.acm.org/proceedings/wreft/archive/"
"Conference Proceedings","WREN: Research on Enterprise Networking","","","","2009 (August 2009)","2009 (August 2009)","http://portal.acm.org/proceedings/wren/","http://portal.acm.org/proceedings/wren/archive/"
"Conference Proceedings","WRT: Refactoring Tools","","","","2008 (October 2008)","2012 (June 2012)","http://portal.acm.org/proceedings/wrt/","http://portal.acm.org/proceedings/wrt/archive/"
"Conference Proceedings","WS-REST: RESTful Design","","","","2010 (April 2010)","2012 (April 2012)","http://portal.acm.org/proceedings/ws-rest/","http://portal.acm.org/proceedings/ws-rest/archive/"
"Conference Proceedings","WSC: Winter Simulation Conference","","","","1971 (January 1971)","2012 (December 2012)","http://portal.acm.org/proceedings/wsc/","http://portal.acm.org/proceedings/wsc/archive/"
"Conference Proceedings","WSCD: Web Search Click Data","","","","2009 (February 2009)","2009 (February 2009)","http://portal.acm.org/proceedings/wscd/","http://portal.acm.org/proceedings/wscd/archive/"
"Conference Proceedings","WSDM: Web Search and Data Mining","","","","2008 (February 2008)","2013 (February 2013)","http://portal.acm.org/proceedings/wsdm/","http://portal.acm.org/proceedings/wsdm/archive/"
"Conference Proceedings","WSM: Social Media","","","","2009 (October 2009)","2011 (November 2011)","http://portal.acm.org/proceedings/wsm/","http://portal.acm.org/proceedings/wsm/archive/"
"Conference Proceedings","WSMC: Web-Scale Multimedia Corpus","","","","2009 (October 2009)","2009 (October 2009)","http://portal.acm.org/proceedings/wsmc/","http://portal.acm.org/proceedings/wsmc/archive/"
"Conference Proceedings","WSNA: Wireless Sensor Networks and Applications","","","","2002 (September 2002)","2003 (September 2003)","http://portal.acm.org/proceedings/wsna/","http://portal.acm.org/proceedings/wsna/archive/"
"Conference Proceedings","WTAOP: Workshop on Testing Aspect-Oriented Programs","","","","2006 (July 2006)","2007 (March 2007)","http://portal.acm.org/proceedings/wtaop/","http://portal.acm.org/proceedings/wtaop/archive/"
"Conference Proceedings","WUAUC: Universal Accessibility of Ubiquitous Computing","","","","2001 (May 2001)","2001 (May 2001)","http://portal.acm.org/proceedings/wuauc/","http://portal.acm.org/proceedings/wuauc/archive/"
"Conference Proceedings","WUP: Warm Up Workshop for ACM/IEEE ICSE 2010","","","","2009 (April 2009)","2009 (April 2009)","http://portal.acm.org/proceedings/wup/","http://portal.acm.org/proceedings/wup/archive/"
"Conference Proceedings","WWW: World Wide Web","","","","2001 (April 2001)","2013 (May 2013)","http://portal.acm.org/proceedings/www/","http://portal.acm.org/proceedings/www/archive/"
"Conference Proceedings","Wands: Workflow Approaches to New Data-centric Science","","","","2010 (June 2010)","2010 (June 2010)","http://portal.acm.org/proceedings/wands/","http://portal.acm.org/proceedings/wands/archive/"
"Conference Proceedings","Web3D: 3D Web Technology","","","","2001 (February 2001)","2013 (June 2013)","http://portal.acm.org/proceedings/web3d/","http://portal.acm.org/proceedings/web3d/archive/"
"Conference Proceedings","WebDB: Web and Databases","","","","2004 (June 2004)","2010 (June 2010)","http://portal.acm.org/proceedings/webdb/","http://portal.acm.org/proceedings/webdb/archive/"
"Conference Proceedings","WebKDD/SNA-KDD: Web Mining and Social Network Analysis","","","","2007 (August 2007)","2007 (August 2007)","http://portal.acm.org/proceedings/webkdd/sna-kdd/","http://portal.acm.org/proceedings/webkdd/sna-kdd/archive/"
"Conference Proceedings","WebMedia: Multimedia and the Web","","","","2005 (December 2005)","2013 (November 2013)","http://portal.acm.org/proceedings/webmedia/","http://portal.acm.org/proceedings/webmedia/archive/"
"Conference Proceedings","WebSE: Workshop on Web 2.0 for Software Engineering","","","","2010 (May 2010)","2011 (May 2011)","http://portal.acm.org/proceedings/webse/","http://portal.acm.org/proceedings/webse/archive/"
"Conference Proceedings","WebScience: Collaborative and Collective Intelligence","","","","2008 (June 2008)","2008 (June 2008)","http://portal.acm.org/proceedings/webscience/","http://portal.acm.org/proceedings/webscience/archive/"
"Conference Proceedings","WiMD: Medical Grade Wireless Networks","","","","2009 (May 2009)","2009 (May 2009)","http://portal.acm.org/proceedings/wimd/","http://portal.acm.org/proceedings/wimd/archive/"
"Conference Proceedings","WiNS-DR: Wireless Networks and Systems for Developing Regions","","","","2008 (September 2008)","2008 (September 2008)","http://portal.acm.org/proceedings/wins-dr/","http://portal.acm.org/proceedings/wins-dr/archive/"
"Conference Proceedings","WiNTECH: Wireless Network Tesbeds, Experimental Evaluation and Characterization","","","","2006 (September 2006)","2013 (September 2013)","http://portal.acm.org/proceedings/wintech/","http://portal.acm.org/proceedings/wintech/archive/"
"Conference Proceedings","WiSE: Wireless Security","","","","2002 (September 2002)","2006 (September 2006)","http://portal.acm.org/proceedings/wise/","http://portal.acm.org/proceedings/wise/archive/"
"Conference Proceedings","WiSec: Wireless Network Security","","","","2008 (March 2008)","2013 (April 2013)","http://portal.acm.org/proceedings/wisec/","http://portal.acm.org/proceedings/wisec/archive/"
"Conference Proceedings","WiTMeMo: Wireless Traffic Measurements and Modeling","","","","2005 (June 2005)","2006 (August 2006)","http://portal.acm.org/proceedings/witmemo/","http://portal.acm.org/proceedings/witmemo/archive/"
"Conference Proceedings","WikiSym: International Symposium on Wikis","","","","2005 (October 2005)","2013 (August 2013)","http://portal.acm.org/proceedings/wikisym/","http://portal.acm.org/proceedings/wikisym/archive/"
"Conference Proceedings","WoSQ: Workshop on Software Quality","","","","2005 (May 2005)","2011 (September 2011)","http://portal.acm.org/proceedings/wosq/","http://portal.acm.org/proceedings/wosq/archive/"
"Conference Proceedings","WuWNeT: UnderWater Networks","","","","2006 (September 2006)","2012 (November 2012)","http://portal.acm.org/proceedings/wuwnet/","http://portal.acm.org/proceedings/wuwnet/archive/"
"Conference Proceedings","XIME-P: XQuery Implementation, Experience and Perpectives","","","","2007 (June 2007)","2007 (June 2007)","http://portal.acm.org/proceedings/xime-p/","http://portal.acm.org/proceedings/xime-p/archive/"
"Conference Proceedings","XMLSEC: XML Security","","","","2002 (November 2002)","2003 (October 2003)","http://portal.acm.org/proceedings/xmlsec/","http://portal.acm.org/proceedings/xmlsec/archive/"
"Conference Proceedings","dg.o: Digital Government Research","","","","2000 (May 2000)","2013 (June 2013)","http://portal.acm.org/proceedings/dg.o/","http://portal.acm.org/proceedings/dg.o/archive/"
"Conference Proceedings","e-Energy: Energy-Efficient Computing and Networking","","","","2010 (April 2010)","2013 (January 2013)","http://portal.acm.org/proceedings/e-energy/","http://portal.acm.org/proceedings/e-energy/archive/"
